"i","t"
1362,"30635.1080"
1363,"30651.8490"
1364,"30668.1750"
1365,"30684.9410"
1366,"30701.8130"
1367,"30718.2420"
1368,"30735.0560"
1369,"30751.3160"
1370,"30767.7140"
1371,"30983.4240"
1372,"31000.4080"
1373,"31016.6120"
1374,"31033.3000"
1375,"31299.2750"
1376,"31315.3940"
1377,"31332.5240"
1378,"31348.9790"
1379,"31365.4660"
1380,"31382.1870"
1381,"31398.8600"
1382,"31415.7260"
1383,"31431.7370"
1384,"31448.9450"
1385,"31464.8210"
1386,"31481.4830"
1387,"31498.2960"
1388,"31514.6260"
1389,"31531.5370"
1390,"31547.7320"
1391,"31564.4520"
1392,"31581.3880"
1393,"31597.5050"
1394,"31614.1450"
1395,"31630.8320"
1396,"31780.0690"
1397,"31796.6850"
1398,"31813.6310"
1399,"31830.5960"
1400,"31846.8710"
1401,"31863.4870"
1402,"31880.1930"
1403,"31896.1840"
1404,"31913.5550"
1405,"31929.5770"
1406,"31946.3770"
1407,"31963.2640"
1408,"31979.2790"
1409,"31995.8220"
1410,"32012.3750"
1411,"32028.9790"
1412,"32045.5770"
1413,"32062.2380"
1414,"32079.1270"
1415,"32095.3300"
1416,"32112.0080"
1417,"32128.5660"
1418,"32145.0680"
1419,"32162.4070"
1420,"32178.3400"
1421,"32195.0680"
1422,"32211.4760"
1423,"32228.0640"
1424,"32245.0980"
1425,"32261.7580"
1426,"32278.0650"
1427,"32294.5010"
1428,"32311.5860"
1429,"32327.9990"
1430,"32344.6530"
1431,"32360.9660"
1432,"32377.9280"
1433,"32394.5120"
1434,"32411.4030"
1435,"32427.4850"
1436,"32444.3080"
1437,"32460.9730"
1438,"32477.4710"
1439,"32494.0570"
1440,"32510.5770"
1441,"32527.1680"
1442,"32543.4490"
1443,"32560.0110"
1444,"32576.7530"
1445,"32593.3950"
1446,"32609.8550"
1447,"32892.1610"
1448,"32908.4710"
1449,"32925.1610"
1450,"32941.6810"
1451,"32958.2770"
1452,"32974.8390"
1453,"32991.6930"
1454,"33008.1020"
1455,"33024.7110"
1456,"33041.2700"
1457,"33057.8050"
1458,"33074.5170"
1459,"33091.1920"
1460,"33107.6110"
1461,"33124.3140"
1462,"33140.8560"
1463,"33157.5710"
1464,"33174.2490"
1465,"33190.8000"
1466,"33207.3930"
1467,"33224.1910"
1468,"33240.9010"
1469,"33257.4020"
1470,"33274.0320"
1471,"33290.2050"
1472,"33307.0750"
1473,"33323.5070"
1474,"33340.0960"
1475,"33356.7410"
1476,"33373.5170"
1477,"33389.8960"
1478,"33406.8360"
1479,"33423.3090"
1480,"33439.7380"
1481,"33456.6800"
1482,"33473.2410"
1483,"33489.7520"
1484,"33506.4000"
1485,"33523.3580"
1486,"33838.2940"
1487,"33854.5800"
1488,"33871.6010"
1489,"34119.9720"
1490,"34136.6270"
1491,"34153.1720"
1492,"34551.4240"
1493,"34568.1730"
1494,"34584.6750"
1495,"34601.4530"
1496,"34618.2170"
1497,"34635.1150"
1498,"34651.6040"
1499,"34668.1800"
1500,"34684.2090"
1501,"34700.8390"
1502,"34717.9220"
1503,"34734.4440"
1504,"34750.6090"
1505,"34767.3850"
1506,"34783.7550"
1507,"34800.3480"
1508,"34816.9510"
1509,"34833.6050"
1510,"34850.1280"
1511,"34866.7520"
1512,"34883.3310"
1513,"34899.9330"
1514,"34916.6210"
1515,"35365.0620"
1516,"35381.6660"
1517,"35530.5970"
1518,"35547.3240"
1519,"35563.7430"
1520,"35580.4350"
1521,"35597.0270"
1522,"35613.9790"
1523,"35630.5560"
1524,"35647.2440"
1525,"35663.8620"
1526,"35680.3900"
1527,"35697.0040"
1528,"35713.6380"
1529,"35730.2360"
1530,"35746.7280"
1531,"35763.5520"
1532,"35779.8620"
1533,"35796.4960"
1534,"35813.1240"
1535,"35829.7300"
1536,"35846.3680"
1537,"35862.4710"
1538,"35879.1410"
1539,"35895.7010"
1540,"35912.2700"
1541,"35928.8360"
1542,"35945.4170"
1543,"35962.0720"
1544,"35978.6580"
1545,"35995.3200"
1546,"36011.8140"
1547,"36028.4630"
1548,"36045.0960"
1549,"36061.6010"
1550,"36078.2000"
1551,"36094.8980"
1552,"36111.5770"
1553,"36128.0000"
1554,"36145.1390"
1555,"36161.7720"
1556,"36178.0690"
1557,"36194.7100"
1558,"36211.4400"
1559,"36227.7390"
1560,"36245.3100"
1561,"36260.8190"
1562,"36277.7240"
1563,"36294.1340"
1564,"36310.7230"
1565,"36327.8710"
1566,"36343.7890"
1567,"36361.2260"
1568,"36377.4510"
1569,"36394.1450"
1570,"36410.6440"
1571,"36427.4440"
1572,"36443.6230"
1573,"36459.9970"
1574,"36476.6220"
1575,"36493.7130"
1576,"36510.1150"
1577,"36526.5020"
1578,"36543.5470"
1579,"36559.6600"
1580,"36576.6110"
1581,"36593.3280"
1582,"36609.3900"
1583,"36625.8880"
1584,"36642.4350"
1585,"36659.7760"
1586,"36675.7390"
1587,"36692.3980"
1588,"36708.9020"
1589,"36725.4060"
1590,"36742.4830"
1591,"36758.6040"
1592,"36775.3140"
1593,"36791.8790"
1594,"36808.4110"
1595,"36825.6910"
1596,"36841.5870"
1597,"36858.1850"
1598,"36874.8000"
1599,"36891.3910"
1600,"36907.9980"
1601,"36924.5730"
1602,"36941.1730"
1603,"36957.7570"
1604,"36974.3050"
1605,"36991.1170"
1606,"37007.6480"
1607,"37024.4150"
1608,"37040.8050"
1609,"37057.5680"
1610,"37074.1050"
1611,"37090.6250"
1612,"37107.9480"
1613,"37124.2540"
1614,"37140.7510"
1615,"37157.5420"
1616,"37173.6790"
1617,"37190.2700"
1618,"37207.3940"
1619,"37223.5620"
1620,"37240.0420"
1621,"37256.7150"
1622,"37273.2590"
1623,"37290.0600"
1624,"37306.4070"
1625,"37323.1140"
1626,"37339.6680"
1627,"37356.0730"
1628,"37373.0450"
1629,"37389.2450"
1630,"37405.9840"
1631,"37422.6550"
1632,"37439.1340"
1633,"37455.8100"
1634,"37472.2090"
1635,"37488.8170"
1636,"37505.4730"
1637,"37522.1290"
1638,"37538.7760"
1639,"37555.4120"
1640,"37571.8570"
1641,"37588.4180"
1642,"37607.1920"
1643,"37621.7400"
1644,"37638.2040"
1645,"37654.8480"
1646,"37671.3600"
1647,"37687.9440"
1648,"37705.0570"
1649,"37721.7020"
1650,"37738.1320"
1651,"37754.8040"
1652,"37771.5390"
1653,"37787.8740"
1654,"37804.5660"
1655,"37821.1670"
1656,"37837.8270"
1657,"37854.3970"
1658,"37871.1530"
1659,"37887.3500"
1660,"37904.1960"
1661,"37920.5490"
1662,"37936.9830"
1663,"37953.8700"
1664,"37970.1110"
1665,"37986.7130"
1666,"38003.5880"
1667,"38019.8710"
1668,"38036.4990"
1669,"38053.2930"
1670,"38069.6690"
1671,"38086.2260"
1672,"38102.8960"
1673,"38119.9010"
1674,"38136.1770"
1675,"38152.7900"
1676,"38169.4190"
1677,"38186.0070"
1678,"38202.5380"
1679,"38219.0970"
1680,"38235.7740"
1681,"38252.2500"
1682,"38269.0110"
1683,"38285.4460"
1684,"38302.2430"
1685,"38318.8250"
1686,"38335.3380"
1687,"38351.9800"
1688,"38368.5330"
1689,"38385.4100"
1690,"38402.1130"
1691,"38418.7100"
1692,"38434.7990"
1693,"38452.0620"
1694,"38467.9160"
1695,"38484.5780"
1696,"38501.1300"
1697,"38517.8690"
1698,"38534.8660"
1699,"38551.0630"
1700,"38567.5170"
1701,"38584.1330"
1702,"38600.7710"
1703,"38618.0370"
1704,"38634.3860"
1705,"38650.7100"
1706,"38667.6710"
1707,"38684.1130"
1708,"38701.0400"
1709,"38717.4090"
1710,"38733.7930"
1711,"38750.5350"
1712,"38766.7070"
1713,"38783.4870"
1714,"38800.2480"
1715,"38816.5550"
1716,"38833.1760"
1717,"38849.6490"
1718,"38866.3870"
1719,"38883.1630"
1720,"38899.5850"
1721,"38916.1560"
1722,"38932.7840"
1723,"38949.6780"
1724,"38966.0000"
1725,"38982.3820"
1726,"38999.1530"
1727,"39015.5770"
1728,"39032.3200"
1729,"39048.7810"
1730,"39065.3630"
1731,"39085.7470"
1732,"39115.4600"
1733,"39131.7270"
1734,"39148.4580"
1735,"39165.2970"
1736,"39181.7660"
1737,"39198.4670"
1738,"39214.8840"
1739,"39231.8630"
1740,"39247.9730"
1741,"39264.4820"
1742,"39281.1000"
1743,"39297.7210"
1744,"39314.3350"
1745,"39331.1790"
1746,"39347.4820"
1747,"39364.0900"
1748,"39381.2530"
1749,"39397.9330"
1750,"39414.0000"
1751,"39430.6360"
1752,"39447.2550"
1753,"39463.7060"
1754,"39480.3660"
1755,"39497.2480"
1756,"39513.4850"
1757,"39530.1320"
1758,"39546.8100"
1759,"39563.3420"
1760,"39580.1180"
1761,"39596.4740"
1762,"39613.2530"
1763,"39629.6200"
1764,"39646.2560"
1765,"39663.3110"
1766,"39679.4350"
1767,"39696.4730"
1768,"39712.6140"
1769,"39729.3710"
1770,"39746.2650"
1771,"39762.3780"
1772,"39779.4330"
1773,"39795.7840"
1774,"39812.3080"
1775,"39828.9140"
1776,"39845.4280"
1777,"39862.0640"
1778,"39878.5790"
1779,"39895.2700"
1780,"39911.7720"
1781,"39928.3320"
1782,"39944.9140"
1783,"39961.6590"
1784,"39978.2300"
1785,"39994.8100"
1786,"40011.5520"
1787,"40028.9430"
1788,"40044.7590"
1789,"40061.1220"
1790,"40077.7990"
1791,"40094.3440"
1792,"40111.1180"
1793,"40127.5440"
1794,"40144.2600"
1795,"40160.8320"
1796,"40177.7730"
1797,"40194.0160"
1798,"40211.1870"
1799,"40227.3300"
1800,"40243.9370"
1801,"40260.4170"
1802,"40277.0630"
1803,"40293.6230"
1804,"40310.1840"
1805,"40327.1580"
1806,"40343.4350"
1807,"40360.2680"
1808,"40376.8580"
1809,"40393.3850"
1810,"40410.5420"
1811,"40426.6510"
1812,"40443.4120"
1813,"40459.8170"
1814,"40476.3790"
1815,"40493.1470"
1816,"40509.2260"
1817,"40525.7810"
1818,"40542.4610"
1819,"40559.2280"
1820,"40575.8160"
1821,"40592.3220"
1822,"40609.1700"
1823,"40625.8720"
1824,"40642.3430"
1825,"40659.1610"
1826,"40675.3630"
1827,"40692.2110"
1828,"40708.8300"
1829,"40725.4250"
1830,"40741.7770"
1831,"40758.5300"
1832,"40775.3740"
1833,"40791.8290"
1834,"40808.3210"
1835,"40825.1760"
1836,"40841.5700"
1837,"40858.1690"
1838,"40874.5900"
1839,"40891.3410"
1840,"40907.8390"
1841,"40924.5060"
1842,"40940.9020"
1843,"40957.2430"
1844,"40974.0760"
1845,"40991.2590"
1846,"41007.6350"
1847,"41023.6400"
1848,"41040.4930"
1849,"41056.9030"
1850,"41073.4750"
1851,"41090.0700"
1852,"41106.6910"
1853,"41123.3250"
1854,"41139.8690"
1855,"41156.5200"
1856,"41173.1710"
1857,"41189.7450"
1858,"41206.5180"
1859,"41223.2920"
1860,"41239.9550"
1861,"41256.4690"
1862,"41272.7050"
1863,"41289.8520"
1864,"41306.2280"
1865,"41322.8700"
1866,"41339.4850"
1867,"41355.6320"
1868,"41372.8410"
1869,"41389.2050"
1870,"41405.7620"
1871,"41422.4160"
1872,"41438.8940"
1873,"41455.7530"
1874,"41471.6580"
1875,"41488.7660"
1876,"41505.1000"
1877,"41521.4990"
1878,"41538.4470"
1879,"41555.0620"
1880,"41571.4550"
1881,"41588.3060"
1882,"41604.6070"
1883,"41621.2570"
1884,"41638.0880"
1885,"41654.6140"
1886,"41671.3740"
1887,"41687.5570"
1888,"41704.6300"
1889,"41720.7970"
1890,"41737.6010"
1891,"41753.9540"
1892,"41770.6490"
1893,"41787.6270"
1894,"41803.9550"
1895,"41820.7010"
1896,"41837.2940"
1897,"41853.7890"
1898,"41870.4370"
1899,"41887.1380"
1900,"41903.6860"
1901,"41920.2540"
1902,"41936.7400"
1903,"41953.3330"
1904,"41970.0440"
1905,"41986.6240"
1906,"42002.7440"
1907,"42019.8570"
1908,"42036.3650"
1909,"42052.7220"
1910,"42069.5140"
1911,"42085.9420"
1912,"42102.3770"
1913,"42119.1830"
1914,"42135.5000"
1915,"42152.2880"
1916,"42169.2300"
1917,"42185.6480"
1918,"42202.2760"
1919,"42218.8930"
1920,"42235.2270"
1921,"42251.9330"
1922,"42268.4820"
1923,"42285.3260"
1924,"42301.6610"
1925,"42318.2140"
1926,"42334.6940"
1927,"42351.4470"
1928,"42368.4290"
1929,"42384.7880"
1930,"42401.4770"
1931,"42418.0890"
1932,"42434.7070"
1933,"42451.6340"
1934,"42467.7720"
1935,"42484.0860"
1936,"42501.0520"
1937,"42517.4700"
1938,"42534.3980"
1939,"42550.4720"
1940,"42567.3250"
1941,"42583.6510"
1942,"42600.7340"
1943,"42617.4590"
1944,"42633.5400"
1945,"42650.0820"
1946,"42666.7870"
1947,"42683.6730"
1948,"42700.1850"
1949,"42716.8470"
1950,"42733.3790"
1951,"42750.0450"
1952,"42766.6180"
1953,"42782.8780"
1954,"42799.5670"
1955,"42816.4860"
1956,"42833.2010"
1957,"42849.0860"
1958,"42865.8960"
1959,"42882.4090"
1960,"42899.0800"
1961,"42915.6880"
1962,"42932.2110"
1963,"42949.2110"
1964,"42965.4930"
1965,"42982.0420"
1966,"42998.5840"
1967,"43331.1240"
1968,"43347.3130"
1969,"43364.2570"
1970,"43380.3690"
1971,"43397.1890"
1972,"43414.0530"
1973,"43430.1510"
1974,"43447.1430"
1975,"43463.6230"
1976,"43480.1160"
1977,"43496.8010"
1978,"43513.5250"
1979,"43530.0630"
1980,"43546.3080"
1981,"43562.8560"
1982,"43579.3990"
1983,"43596.0090"
1984,"43612.5540"
1985,"43629.2050"
1986,"43645.7250"
1987,"43662.3570"
1988,"43678.8490"
1989,"43695.4880"
1990,"43712.1500"
1991,"43728.7080"
1992,"43745.7360"
1993,"43762.4290"
1994,"43778.4800"
1995,"43795.1230"
1996,"43811.6880"
1997,"43828.2810"
1998,"43844.9060"
1999,"43861.4780"
2000,"43878.0930"
2001,"43894.6940"
2002,"43911.2900"
2003,"43927.8810"
2004,"43944.3870"
2005,"43961.0650"
2006,"43977.6000"
2007,"43994.2550"
2008,"44010.8630"
2009,"44027.4920"
2010,"44044.0190"
2011,"44060.6000"
2012,"44077.2250"
2013,"44093.8410"
2014,"44111.0830"
2015,"44127.0950"
2016,"44143.5480"
2017,"44160.3030"
2018,"44176.9230"
2019,"44193.6030"
2020,"44210.3950"
2021,"44226.7790"
2022,"44243.3600"
2023,"44260.1190"
2024,"44276.4940"
2025,"44292.9830"
2026,"44309.5460"
2027,"44326.1110"
2028,"44342.7360"
2029,"44359.5910"
2030,"44375.9450"
2031,"44392.8390"
2032,"44409.2460"
2033,"44425.8010"
2034,"44442.2490"
2035,"44458.9000"
2036,"44475.5930"
2037,"44492.1240"
2038,"44508.7390"
2039,"44525.1910"
2040,"44541.8830"
2041,"44558.4990"
2042,"44575.5710"
2043,"44592.5290"
2044,"44608.3930"
2045,"44624.9170"
2046,"44641.9650"
2047,"44658.4480"
2048,"44674.8060"
2049,"44691.3420"
2050,"44708.2270"
2051,"44724.5840"
2052,"44741.4580"
2053,"44758.0920"
2054,"44774.3770"
2055,"44791.2990"
2056,"44807.7450"
2057,"44824.3960"
2058,"44840.6310"
2059,"44857.2160"
2060,"44873.8140"
2061,"44890.4400"
2062,"44907.1370"
2063,"44923.6170"
2064,"44940.1800"
2065,"44956.8690"
2066,"44973.4170"
2067,"44989.9440"
2068,"45006.5900"
2069,"45023.2630"
2070,"45039.7730"
2071,"45056.3770"
2072,"45072.9390"
2073,"45089.5460"
2074,"45106.2330"
2075,"45122.8300"
2076,"45139.3790"
2077,"45155.9250"
2078,"45172.4540"
2079,"45189.2120"
2080,"45206.2110"
2081,"45222.3950"
2082,"45239.4530"
2083,"45255.7110"
2084,"45272.7940"
2085,"45289.0330"
2086,"45305.6440"
2087,"45322.2030"
2088,"45338.4550"
2089,"45355.1090"
2090,"45371.7260"
2091,"45388.1850"
2092,"45404.8390"
2093,"45421.7940"
2094,"45438.4860"
2095,"45455.4410"
2096,"45471.5070"
2097,"45488.4240"
2098,"45504.4270"
2099,"45521.1050"
2100,"45538.1050"
2101,"45554.3020"
2102,"45570.8120"
2103,"45587.5810"
2104,"45603.9650"
2105,"45620.6410"
2106,"45637.1970"
2107,"45653.9450"
2108,"45670.3810"
2109,"45687.1400"
2110,"45703.4910"
2111,"45720.0460"
2112,"45736.9700"
2113,"45753.5530"
2114,"45770.0800"
2115,"45786.8990"
2116,"45803.6950"
2117,"45819.9230"
2118,"45836.4120"
2119,"45853.0510"
2120,"45869.9780"
2121,"45886.5700"
2122,"45903.2970"
2123,"45919.2720"
2124,"45936.5670"
2125,"45952.9150"
2126,"45969.5230"
2127,"45986.0290"
2128,"46002.4190"
2129,"46019.1250"
2130,"46035.8190"
2131,"46052.0600"
2132,"46068.7760"
2133,"46085.2470"
2134,"46101.9380"
2135,"46118.4440"
2136,"46135.5500"
2137,"46152.1910"
2138,"46168.6690"
2139,"46185.2220"
2140,"46201.7990"
2141,"46218.5040"
2142,"46235.1750"
2143,"46251.3740"
2144,"46267.7060"
2145,"46285.1230"
2146,"46300.9730"
2147,"46318.0560"
2148,"46334.2200"
2149,"46351.3400"
2150,"46367.9560"
2151,"46383.9240"
2152,"46400.6530"
2153,"46417.5530"
2154,"46434.1550"
2155,"46450.7120"
2156,"46467.5440"
2157,"46483.8800"
2158,"46500.1400"
2159,"46517.1210"
2160,"46534.0040"
2161,"46550.3580"
2162,"46566.5040"
2163,"46583.4610"
2164,"46600.1470"
2165,"46616.4020"
2166,"46632.8990"
2167,"46649.5470"
2168,"46666.1180"
2169,"46682.7480"
2170,"46699.4120"
2171,"46715.8100"
2172,"46732.8670"
2173,"46749.1740"
2174,"46765.7610"
2175,"46782.4010"
2176,"46799.1640"
2177,"46815.6400"
2178,"46832.5430"
2179,"46848.7050"
2180,"46865.3660"
2181,"46882.0820"
2182,"46898.5210"
2183,"46915.8430"
2184,"46931.5720"
2185,"46948.1770"
2186,"46964.7760"
2187,"46981.3090"
2188,"46998.0830"
2189,"47014.6290"
2190,"47031.2790"
2191,"47047.8800"
2192,"47064.3680"
2193,"47081.1310"
2194,"47097.5650"
2195,"47114.0840"
2196,"47130.8070"
2197,"47147.4820"
2198,"47164.3550"
2199,"47181.1210"
2200,"47197.3070"
2201,"47213.7930"
2202,"47230.3550"
2203,"47247.5280"
2204,"47263.7090"
2205,"47280.1690"
2206,"47297.1730"
2207,"47313.4990"
2208,"47330.3160"
2209,"47346.8610"
2210,"47363.4790"
2211,"47379.7240"
2212,"47396.2340"
2213,"47412.9120"
2214,"47429.5240"
2215,"47446.1320"
2216,"47462.6150"
2217,"47479.3280"
2218,"47495.8390"
2219,"47512.4240"
2220,"47529.4450"
2221,"47545.7440"
2222,"47562.4700"
2223,"47579.5530"
2224,"47595.5180"
2225,"47612.2090"
2226,"47628.7880"
2227,"47645.3040"
2228,"47661.8110"
2229,"47678.3830"
2230,"47694.9380"
2231,"47711.5530"
2232,"47728.2110"
2233,"47745.3330"
2234,"47761.4300"
2235,"47778.3700"
2236,"47795.1580"
2237,"47811.3270"
2238,"47828.3110"
2239,"47844.4770"
2240,"47861.0830"
2241,"47877.5280"
2242,"47894.2100"
2243,"47911.1470"
2244,"47927.5630"
2245,"47943.8670"
2246,"47960.6890"
2247,"47977.2710"
2248,"47994.1080"
2249,"48010.5000"
2250,"48027.3810"
2251,"48043.5990"
2252,"48060.0500"
2253,"48076.7150"
2254,"48093.2740"
2255,"48109.8570"
2256,"48126.4610"
2257,"48143.1660"
2258,"48159.5710"
2259,"48176.2030"
2260,"48192.9480"
2261,"48209.6900"
2262,"48226.5950"
2263,"48242.8730"
2264,"48259.3890"
2265,"48276.2660"
2266,"48292.8170"
2267,"48309.3700"
2268,"48325.9900"
2269,"48342.3770"
2270,"48358.7460"
2271,"48375.8480"
2272,"48392.0160"
2273,"48409.0380"
2274,"48425.6130"
2275,"48441.8360"
2276,"48458.3240"
2277,"48475.2220"
2278,"48491.4750"
2279,"48508.1380"
2280,"48524.7620"
2281,"48541.3890"
2282,"48557.9800"
2283,"48574.5700"
2284,"48591.2110"
2285,"48607.7400"
2286,"48624.7420"
2287,"48641.0220"
2288,"48657.9060"
2289,"48674.1710"
2290,"48691.2190"
2291,"48707.8060"
2292,"48724.2930"
2293,"48740.4870"
2294,"48757.6060"
2295,"48774.0890"
2296,"48790.4680"
2297,"48807.3420"
2298,"48823.8600"
2299,"48840.0420"
2300,"48857.0470"
2301,"48873.9150"
2302,"48889.8170"
2303,"48906.4080"
2304,"48923.1310"
2305,"48939.5500"
2306,"48957.2350"
2307,"48972.7960"
2308,"48989.4700"
2309,"49006.0380"
2310,"49022.6590"
2311,"49039.3280"
2312,"49056.2440"
2313,"49072.4120"
2314,"49089.3160"
2315,"49105.6490"
2316,"49122.3970"
2317,"49139.0830"
2318,"49155.9170"
2319,"49172.2780"
2320,"49189.0680"
2321,"49205.7320"
2322,"49221.7770"
2323,"49238.7910"
2324,"49255.5510"
2325,"49271.7670"
2326,"49288.2610"
2327,"49304.7280"
2328,"49322.0110"
2329,"49338.1910"
2330,"49355.1540"
2331,"49371.2260"
2332,"49387.8050"
2333,"49404.3680"
2334,"49420.8830"
2335,"49437.4320"
2336,"49454.6460"
2337,"49470.7930"
2338,"49487.4090"
2339,"49504.1790"
2340,"49520.4870"
2341,"49537.1810"
2342,"49553.6650"
2343,"49570.2410"
2344,"49586.8570"
2345,"49603.5080"
2346,"49619.9790"
2347,"49636.5780"
2348,"49653.4100"
2349,"49669.8860"
2350,"49686.7220"
2351,"49703.1030"
2352,"49719.9330"
2353,"49736.2770"
2354,"49752.8300"
2355,"49769.3570"
2356,"49785.9940"
2357,"49802.8870"
2358,"49819.3710"
2359,"49835.7180"
2360,"49852.4220"
2361,"49869.0340"
2362,"49885.6470"
2363,"49902.3440"
2364,"49918.8260"
2365,"49935.6460"
2366,"49952.0800"
2367,"49968.6610"
2368,"49985.1780"
2369,"50001.8580"
2370,"50018.3830"
2371,"50035.2360"
2372,"50051.4650"
2373,"50068.2530"
2374,"50084.8540"
2375,"50101.3810"
2376,"50117.9590"
2377,"50134.6270"
2378,"50151.2880"
2379,"50167.8380"
2380,"50184.6780"
2381,"50201.3310"
2382,"50217.9490"
2383,"50234.5980"
2384,"50251.1720"
2385,"50267.7740"
2386,"50284.2390"
2387,"50300.5420"
2388,"50317.5550"
2389,"50334.0820"
2390,"50350.6220"
2391,"50367.1100"
2392,"50383.8330"
2393,"50400.1790"
2394,"50416.8570"
2395,"50433.6050"
2396,"50449.9760"
2397,"50466.3770"
2398,"50482.9200"
2399,"50499.5980"
2400,"50516.3380"
2401,"50532.7910"
2402,"50549.5270"
2403,"50699.2450"
2404,"50715.8360"
2405,"50732.4620"
2406,"50748.7170"
2407,"50765.2860"
2408,"50782.0710"
2409,"50798.3720"
2410,"50814.8510"
2411,"50831.6710"
2412,"50848.4780"
2413,"50864.7390"
2414,"50881.4600"
2415,"50898.1050"
2416,"50914.8680"
2417,"50931.2960"
2418,"50947.7770"
2419,"50964.2600"
2420,"50981.2370"
2421,"50997.6910"
2422,"51379.3240"
2423,"51395.6980"
2424,"51412.8400"
2425,"51429.3400"
2426,"51445.7860"
2427,"51462.6300"
2428,"51479.2380"
2429,"51495.8370"
2430,"51512.3410"
2431,"51529.0050"
2432,"51545.1420"
2433,"51562.1300"
2434,"51578.7110"
2435,"51595.3770"
2436,"51611.4980"
2437,"51628.3010"
2438,"51644.7000"
2439,"51661.2750"
2440,"51678.1400"
2441,"51694.4980"
2442,"51711.3960"
2443,"51727.6810"
2444,"51744.3900"
2445,"51761.0520"
2446,"51777.5050"
2447,"51794.5150"
2448,"51811.0870"
2449,"51827.9830"
2450,"51844.2790"
2451,"51860.3740"
2452,"51877.4690"
2453,"51894.0080"
2454,"51911.0670"
2455,"51927.3060"
2456,"51943.3600"
2457,"51960.0540"
2458,"51976.9940"
2459,"51993.4150"
2460,"52009.9180"
2461,"52026.5430"
2462,"52043.2210"
2463,"52059.7760"
2464,"52076.2230"
2465,"52092.9160"
2466,"52109.5220"
2467,"52126.1870"
2468,"52142.6490"
2469,"52159.7420"
2470,"52175.8780"
2471,"52192.5500"
2472,"52209.0680"
2473,"52225.6440"
2474,"52242.2450"
2475,"52258.7070"
2476,"52275.3620"
2477,"52291.8110"
2478,"52308.4240"
2479,"52325.6200"
2480,"52341.6950"
2481,"52358.6290"
2482,"52375.3030"
2483,"52391.8260"
2484,"52408.2350"
2485,"52424.8670"
2486,"52441.3700"
2487,"52458.3970"
2488,"52839.8480"
2489,"52856.5520"
2490,"52873.1140"
2491,"52889.7640"
2492,"52906.3580"
2493,"52922.5220"
2494,"52939.1520"
2495,"52956.2630"
2496,"52972.8010"
2497,"52989.2830"
2498,"53005.4590"
2499,"53022.3450"
2500,"53038.7120"
2501,"53055.3500"
2502,"53072.2960"
2503,"53088.8640"
2504,"53105.4660"
2505,"53122.1570"
2506,"53138.4280"
2507,"53155.3230"
2508,"53171.8720"
2509,"53188.3860"
2510,"53204.7550"
2511,"53221.4700"
2512,"53237.8050"
2513,"53254.5120"
2514,"53271.2540"
2515,"53287.9540"
2516,"53304.6630"
2517,"53321.1330"
2518,"53337.8880"
2519,"53353.9310"
2520,"53371.2410"
2521,"53387.4980"
2522,"53404.1400"
2523,"53420.5180"
2524,"53437.3800"
2525,"53453.6980"
2526,"53470.5060"
2527,"53487.4010"
2528,"53503.6570"
2529,"53520.1410"
2530,"53536.7500"
2531,"53553.0760"
2532,"53569.7370"
2533,"53586.4470"
2534,"53602.9090"
2535,"53619.9200"
2536,"53636.3030"
2537,"53652.9200"
2538,"53669.3350"
2539,"53686.0240"
2540,"53702.8660"
2541,"53719.1830"
2542,"53735.6930"
2543,"53752.2840"
2544,"53768.8310"
2545,"53786.2180"
2546,"53802.5280"
2547,"53819.1950"
2548,"53835.6980"
2549,"53852.0660"
2550,"53869.2390"
2551,"53885.3780"
2552,"53901.9780"
2553,"53918.2790"
2554,"53934.8120"
2555,"53951.9530"
2556,"53968.5550"
2557,"53985.0300"
2558,"54001.3430"
2559,"54018.0150"
2560,"54034.3890"
2561,"54051.2120"
2562,"54067.7740"
2563,"54084.3930"
2564,"54100.8570"
2565,"54118.1460"
2566,"54134.1250"
2567,"54150.7210"
2568,"54167.2980"
2569,"54183.9070"
2570,"54200.7700"
2571,"54216.9250"
2572,"54233.7830"
2573,"54250.3270"
2574,"54266.8880"
2575,"54283.9240"
2576,"54300.1840"
2577,"54316.7270"
2578,"54333.6430"
2579,"54350.1850"
2580,"54366.5370"
2581,"54383.1890"
2582,"54399.5850"
2583,"54416.3080"
2584,"54433.1160"
2585,"54449.3460"
2586,"54466.0090"
2587,"54482.5470"
2588,"54499.5050"
