"i","t"
5392,"2574864.7770"
5393,"2574881.2850"
5394,"2574897.8330"
5395,"2574914.4880"
5396,"2574931.1450"
5397,"2574947.5970"
5398,"2574964.2520"
5399,"2574981.1000"
5400,"2574997.4750"
5401,"2575014.0020"
5402,"2575030.5770"
5403,"2575047.2440"
5404,"2575063.9980"
5405,"2575080.5210"
5406,"2575097.2170"
5407,"2575113.5620"
5408,"2575130.2550"
5409,"2575146.8100"
5410,"2575163.7700"
5411,"2575180.3920"
5412,"2575196.6730"
5413,"2575213.2650"
5414,"2575229.7680"
5415,"2575246.5520"
5416,"2575263.1270"
5417,"2575279.6980"
5418,"2575296.2250"
5419,"2575313.0250"
5420,"2575329.5200"
5421,"2575346.1200"
5422,"2575362.9640"
5423,"2575379.1300"
5424,"2575396.2260"
5425,"2575412.3650"
5426,"2575429.0200"
5427,"2575445.4740"
5428,"2575462.2180"
5429,"2575479.1600"
5430,"2575495.7540"
5431,"2575512.3330"
5432,"2575528.6880"
5433,"2575545.3450"
5434,"2575561.7410"
5435,"2575578.2450"
5436,"2575594.8860"
5437,"2575611.4550"
5438,"2575628.1090"
5439,"2575644.6420"
5440,"2575661.3070"
5441,"2576009.7300"
5442,"2576026.5260"
5443,"2576043.2470"
5444,"2576060.0770"
5445,"2576076.6220"
5446,"2576093.3360"
5447,"2576109.8440"
5448,"2576125.9870"
5449,"2576143.3920"
5450,"2576159.5090"
5451,"2576176.3760"
5452,"2576192.5410"
5453,"2576209.3690"
5454,"2576225.9370"
5455,"2576242.5760"
5456,"2576259.1820"
5457,"2576275.6580"
5458,"2576292.3030"
5459,"2576309.1340"
5460,"2576325.6060"
5461,"2576341.9310"
5462,"2576358.4230"
5463,"2576374.8500"
5464,"2576391.6350"
5465,"2576408.2190"
5466,"2576424.6700"
5467,"2576441.2620"
5468,"2576458.2820"
5469,"2576474.7890"
5470,"2576491.5140"
5471,"2576507.7660"
5472,"2576524.2070"
5473,"2576541.1390"
5474,"2576557.7530"
5475,"2576574.4070"
5476,"2576591.0370"
5477,"2576607.6650"
5478,"2576624.2380"
5479,"2576640.7860"
5480,"2576657.4670"
5481,"2576674.2400"
5482,"2576690.6890"
5483,"2576706.9020"
5484,"2576723.3310"
5485,"2576740.7240"
5486,"2576756.7310"
5487,"2576773.1940"
5488,"2576790.1630"
5489,"2576806.7870"
5490,"2576823.5430"
5491,"2576839.8940"
5492,"2576856.1730"
5493,"2576873.4990"
5494,"2576889.2790"
5495,"2576905.8190"
5496,"2576922.5330"
5497,"2576939.0530"
5498,"2576955.7700"
5499,"2576972.3640"
5500,"2576989.0180"
5501,"2577005.5020"
5502,"2577022.2560"
5503,"2577038.6950"
5504,"2577055.2140"
5505,"2577072.0670"
5506,"2577089.0100"
5507,"2577105.2210"
5508,"2577121.6750"
5509,"2577138.6670"
5510,"2577370.6170"
5511,"2577387.2340"
5512,"2577403.9960"
5513,"2577420.7670"
5514,"2577437.0860"
5515,"2577453.7880"
5516,"2577470.5810"
5517,"2577486.7580"
5518,"2577503.3570"
5519,"2577519.9270"
5520,"2577536.5320"
5521,"2577553.1520"
5522,"2577569.6810"
5523,"2577586.4350"
5524,"2577602.9120"
5525,"2577619.7450"
5526,"2577636.2840"
5527,"2577653.2060"
5528,"2577669.4520"
5529,"2577686.4550"
5530,"2577702.5280"
5531,"2577719.2820"
5532,"2577736.1370"
5533,"2577752.3730"
5534,"2577769.0240"
5535,"2577785.9220"
5536,"2577802.5620"
5537,"2577819.0220"
5538,"2577835.5890"
5539,"2577852.1570"
5540,"2577868.6860"
5541,"2577885.1360"
5542,"2577901.5030"
5543,"2577918.2610"
5544,"2577934.7970"
5545,"2577952.1580"
5546,"2577968.1110"
5547,"2577984.6060"
5548,"2578001.4620"
5549,"2578017.7980"
5550,"2578034.9230"
5551,"2578051.1160"
5552,"2578067.7630"
5553,"2578084.2930"
5554,"2578100.7310"
5555,"2578117.4830"
5556,"2578134.3040"
5557,"2578151.0540"
5558,"2578167.5970"
5559,"2578184.1600"
5560,"2578201.1040"
5561,"2578217.5210"
5562,"2578234.0470"
5563,"2578250.6100"
5564,"2578267.1320"
5565,"2578283.9600"
5566,"2578300.3480"
5567,"2578317.0370"
5568,"2578333.3140"
5569,"2578349.7520"
5570,"2578366.8650"
5571,"2578382.8930"
5572,"2578399.6660"
5573,"2578416.0900"
5574,"2578432.7090"
5575,"2578449.8130"
5576,"2578465.8820"
5577,"2578482.4700"
5578,"2578499.0200"
5579,"2578515.6030"
5580,"2578532.3620"
5581,"2578549.0780"
5582,"2578565.5580"
5583,"2578582.2960"
5584,"2578598.7540"
5585,"2578615.2260"
5586,"2578632.2940"
5587,"2578648.9970"
5588,"2578665.0880"
5589,"2578681.9870"
5590,"2578698.6500"
5591,"2578714.8180"
5592,"2578731.8060"
5593,"2578748.1450"
5594,"2578765.0630"
5595,"2578781.8090"
5596,"2578797.7930"
5597,"2578814.8180"
5598,"2578831.0230"
5599,"2578847.5880"
5600,"2578864.6410"
5601,"2578881.2980"
5602,"2578897.3930"
5603,"2578914.0530"
5604,"2578930.5900"
5605,"2578947.1630"
5606,"2578963.7060"
5607,"2578980.9050"
5608,"2578997.5460"
5609,"2579013.4360"
5610,"2579030.4550"
5611,"2579047.1780"
5612,"2579063.8590"
5613,"2579080.2580"
5614,"2579096.9920"
5615,"2579113.2740"
5616,"2579130.2280"
5617,"2579146.2520"
5618,"2579162.9020"
5619,"2579179.9110"
5620,"2579196.0310"
5621,"2579212.7810"
5622,"2579229.6570"
5623,"2579246.3510"
5624,"2579262.8890"
5625,"2579279.5430"
5626,"2579295.9900"
5627,"2579312.1820"
5628,"2579329.1690"
5629,"2579345.5070"
5630,"2579362.2030"
5631,"2579379.0360"
5632,"2579395.6900"
5633,"2579411.9690"
5634,"2579428.3490"
5635,"2579445.5290"
5636,"2579461.6170"
5637,"2579478.2000"
5638,"2579495.2810"
5639,"2579511.5130"
5640,"2579528.2380"
5641,"2579545.1380"
5642,"2579561.6480"
5643,"2579578.2030"
5644,"2579594.7850"
5645,"2579611.0580"
5646,"2579627.9630"
5647,"2579644.2210"
5648,"2579661.2720"
5649,"2579677.7810"
5650,"2579694.3310"
5651,"2579710.9110"
5652,"2579727.5430"
5653,"2579744.5550"
5654,"2579760.7360"
5655,"2579777.4380"
5656,"2579793.7960"
5657,"2579810.3110"
5658,"2579827.1170"
5659,"2579843.2690"
5660,"2579860.0760"
5661,"2579876.4830"
5662,"2579893.1900"
5663,"2579909.7520"
5664,"2579926.3500"
5665,"2579942.8590"
5666,"2579959.4610"
5667,"2579976.0670"
5668,"2579992.6230"
5669,"2580009.3030"
5670,"2580025.8150"
5671,"2580042.4610"
5672,"2580059.0280"
5673,"2580075.6540"
5674,"2580092.1630"
5675,"2580109.3850"
5676,"2580125.4020"
5677,"2580142.0290"
5678,"2580158.6530"
5679,"2580175.2070"
5680,"2580191.9160"
5681,"2580208.3490"
5682,"2580225.0260"
5683,"2580241.5640"
5684,"2580258.2480"
5685,"2580274.7080"
5686,"2580291.3240"
5687,"2580308.1210"
5688,"2580324.6810"
5689,"2580341.2590"
5690,"2580358.0750"
5691,"2580374.4880"
5692,"2580391.0520"
5693,"2580407.5920"
5694,"2580424.3850"
5695,"2580441.0000"
5696,"2580457.5260"
5697,"2580473.9180"
5698,"2580490.4210"
5699,"2580507.3150"
5700,"2580523.8660"
5701,"2580540.3710"
5702,"2580557.0260"
5703,"2580573.4510"
5704,"2580590.0890"
5705,"2580606.6160"
5706,"2580623.1890"
5707,"2580639.8330"
5708,"2580656.6010"
5709,"2580673.1750"
5710,"2580689.6460"
5711,"2580706.2400"
5712,"2580722.8850"
5713,"2580739.4710"
5714,"2580756.0460"
5715,"2580772.6120"
5716,"2580789.3340"
5717,"2580805.8920"
5718,"2580822.4130"
5719,"2580838.9900"
5720,"2580855.6900"
5721,"2580872.2540"
5722,"2580889.0980"
5723,"2580905.3480"
5724,"2580922.1100"
5725,"2580938.6230"
5726,"2580955.1600"
5727,"2580971.7490"
5728,"2580988.3730"
5729,"2581005.1080"
5730,"2581021.5110"
5731,"2581038.0940"
5732,"2581054.8650"
5733,"2581071.4840"
5734,"2581088.4030"
5735,"2581105.0650"
5736,"2581121.3900"
5737,"2581138.1330"
5738,"2581154.8010"
5739,"2581171.3750"
5740,"2581187.7870"
5741,"2581204.1090"
5742,"2581220.7260"
5743,"2581237.4110"
5744,"2581253.9160"
5745,"2581270.4510"
5746,"2581287.2740"
5747,"2581303.7170"
5748,"2581320.2720"
5749,"2581337.0260"
5750,"2581353.4360"
5751,"2581370.0980"
5752,"2581386.6520"
5753,"2581403.2890"
5754,"2581419.8260"
5755,"2581436.4430"
5756,"2581453.1780"
5757,"2581469.7390"
5758,"2581486.6020"
5759,"2581502.9840"
5760,"2581519.6110"
5761,"2581536.3530"
5762,"2581553.1350"
5763,"2581569.6540"
5764,"2581586.3760"
5765,"2581602.7710"
5766,"2581619.9390"
5767,"2581636.0400"
5768,"2581652.6290"
5769,"2581669.4120"
5770,"2581685.6360"
5771,"2581702.3990"
5772,"2581719.0460"
5773,"2581735.4660"
5774,"2581752.2200"
5775,"2581768.4430"
5776,"2581785.6330"
5777,"2581801.8940"
5778,"2581818.3100"
5779,"2581834.9010"
5780,"2581851.8800"
5781,"2581868.4540"
5782,"2581884.6420"
5783,"2581901.2720"
5784,"2581918.4070"
5785,"2581934.3590"
5786,"2581950.9650"
5787,"2581967.9180"
5788,"2581984.1280"
5789,"2582000.7170"
5790,"2582017.6480"
5791,"2582034.4200"
5792,"2582050.4490"
5793,"2582067.0990"
5794,"2582083.5850"
5795,"2582100.2230"
5796,"2582117.2590"
5797,"2582133.4340"
5798,"2582150.0580"
5799,"2582166.6080"
5800,"2582183.2180"
5801,"2582200.3450"
5802,"2582216.3970"
5803,"2582233.1590"
5804,"2582249.7700"
5805,"2582266.2310"
5806,"2582283.4340"
5807,"2582299.5150"
5808,"2582316.0150"
5809,"2582332.5950"
5810,"2582349.4180"
5811,"2582365.9800"
5812,"2582382.5880"
5813,"2582399.1810"
5814,"2582415.7910"
5815,"2582432.6490"
5816,"2582449.1310"
5817,"2582465.6910"
5818,"2582482.1310"
5819,"2582499.0130"
5820,"2582515.6270"
5821,"2582532.1290"
5822,"2582548.7850"
5823,"2582565.5110"
5824,"2582581.8910"
5825,"2582598.3030"
5826,"2582615.4390"
5827,"2582631.4760"
5828,"2582648.3060"
5829,"2582664.5050"
5830,"2582681.1290"
5831,"2582698.4050"
5832,"2582714.2420"
5833,"2582730.7530"
5834,"2582747.8730"
5835,"2582764.5040"
5836,"2582781.1930"
5837,"2582797.2350"
5838,"2582814.2240"
5839,"2582830.4600"
5840,"2582847.1060"
5841,"2582864.0450"
5842,"2582880.2020"
5843,"2582897.0250"
5844,"2582913.5280"
5845,"2582930.2340"
5846,"2582946.6080"
5847,"2582963.2210"
5848,"2582979.8330"
5849,"2582996.9660"
5850,"2583013.2650"
5851,"2583030.2580"
5852,"2583046.5610"
5853,"2583063.2340"
5854,"2583079.8010"
5855,"2583096.3800"
5856,"2583113.7460"
5857,"2583129.4080"
5858,"2583146.1350"
5859,"2583162.7990"
5860,"2583179.0810"
5861,"2583196.1020"
5862,"2583212.2630"
5863,"2583229.1740"
5864,"2583245.7240"
5865,"2583262.1570"
5866,"2583279.2320"
5867,"2583295.5300"
5868,"2583312.1030"
5869,"2583328.3680"
5870,"2583344.9480"
5871,"2583361.4820"
5872,"2583378.1840"
5873,"2583395.1600"
5874,"2583411.7060"
5875,"2583427.9630"
5876,"2583444.5910"
5877,"2583461.1590"
5878,"2583477.6610"
5879,"2583494.2130"
5880,"2583510.8640"
5881,"2583527.4430"
5882,"2583544.0360"
5883,"2583560.8020"
5884,"2583577.2600"
5885,"2583594.0170"
5886,"2583610.4660"
5887,"2583627.1880"
5888,"2583643.5920"
5889,"2583660.7560"
5890,"2583677.0480"
5891,"2583693.3360"
5892,"2583710.1430"
5893,"2583726.6830"
5894,"2583743.5960"
5895,"2583760.6490"
5896,"2583776.3680"
5897,"2583793.5560"
5898,"2583809.7200"
5899,"2583826.8540"
5900,"2583842.7730"
5901,"2583859.3440"
5902,"2583875.9940"
5903,"2583892.5730"
5904,"2583909.3870"
5905,"2583925.7440"
5906,"2583942.5610"
5907,"2583958.9520"
5908,"2583976.0790"
5909,"2583992.2430"
5910,"2584009.2950"
5911,"2584025.5060"
5912,"2584042.3530"
5913,"2584058.8700"
5914,"2584075.6150"
5915,"2584091.8970"
5916,"2584108.3140"
5917,"2584125.0560"
5918,"2584141.5840"
5919,"2584158.8080"
5920,"2584175.1690"
5921,"2584191.6330"
5922,"2584208.2350"
5923,"2584225.0330"
5924,"2584241.5290"
5925,"2584258.0380"
5926,"2584274.6510"
5927,"2584291.2990"
5928,"2584307.9240"
5929,"2584324.5320"
5930,"2584340.7530"
5931,"2584357.3250"
5932,"2584373.9090"
5933,"2584390.3370"
5934,"2584407.0100"
5935,"2584423.7440"
5936,"2584440.5030"
5937,"2584456.7840"
5938,"2584473.3530"
5939,"2584490.0750"
5940,"2584506.7000"
5941,"2584523.2250"
5942,"2584539.8100"
5943,"2584556.5130"
5944,"2584573.2120"
5945,"2584589.6880"
5946,"2584606.1050"
5947,"2584622.9870"
5948,"2584639.5750"
5949,"2584656.6810"
5950,"2584672.4880"
5951,"2584689.1430"
5952,"2584705.7280"
5953,"2584722.7460"
5954,"2584739.0130"
5955,"2584755.9240"
5956,"2584772.7050"
5957,"2584789.2540"
5958,"2584805.7680"
5959,"2584822.1810"
5960,"2584838.7480"
5961,"2584855.1400"
5962,"2584871.8120"
5963,"2584888.2420"
5964,"2584904.9950"
5965,"2584921.4420"
5966,"2584938.0490"
5967,"2584954.6470"
5968,"2584971.4350"
5969,"2584988.2720"
5970,"2585004.4510"
5971,"2585021.1150"
5972,"2585037.7870"
5973,"2585054.4290"
5974,"2585071.2130"
5975,"2585087.4730"
5976,"2585103.9710"
5977,"2585120.7510"
5978,"2585137.2170"
5979,"2585153.8080"
5980,"2585170.6350"
5981,"2585187.0590"
5982,"2585204.2370"
5983,"2585220.3420"
5984,"2585237.2240"
5985,"2585253.4980"
5986,"2585270.0420"
5987,"2585287.3180"
5988,"2585303.1300"
5989,"2585319.6880"
5990,"2585336.3090"
5991,"2585353.0220"
5992,"2585370.1760"
5993,"2585386.1260"
5994,"2585402.7010"
5995,"2585419.3720"
5996,"2585436.6680"
5997,"2585452.6310"
5998,"2585469.1840"
5999,"2585485.6730"
6000,"2585502.5310"
6001,"2585518.9870"
6002,"2585536.0140"
6003,"2585552.2540"
6004,"2585569.3300"
6005,"2585585.2280"
6006,"2585601.8630"
6007,"2585618.5350"
6008,"2585635.0810"
6009,"2585651.5370"
6010,"2585668.2250"
6011,"2585684.9410"
6012,"2585701.5520"
6013,"2585718.0990"
6014,"2585734.6680"
6015,"2585751.3050"
6016,"2585767.8800"
6017,"2585784.4850"
6018,"2585801.2490"
6019,"2585817.6240"
6020,"2585834.2480"
6021,"2585850.8990"
6022,"2585867.4120"
6023,"2585884.1100"
6024,"2585900.6780"
6025,"2585917.2850"
6026,"2585933.7690"
6027,"2585950.4720"
6028,"2585967.5140"
6029,"2585984.0050"
6030,"2586000.2450"
6031,"2586017.1130"
6032,"2586033.7510"
6033,"2586050.3790"
6034,"2586066.6750"
6035,"2586083.1380"
6036,"2586099.7400"
6037,"2586116.3620"
6038,"2586332.1030"
6039,"2586349.2070"
6040,"2586365.3010"
6041,"2586382.2670"
6042,"2586398.8640"
6043,"2586415.3030"
6044,"2586431.6280"
6045,"2586448.2070"
6046,"2586464.9750"
6047,"2586481.7160"
6048,"2586498.0420"
6049,"2586514.8080"
6050,"2586531.6800"
6051,"2586548.1090"
6052,"2586564.9230"
6053,"2586581.1830"
6054,"2586597.5810"
6055,"2586615.0290"
6056,"2586630.7920"
6057,"2586647.8470"
6058,"2586664.1920"
6059,"2586680.7260"
6060,"2586697.6360"
6061,"2586713.8630"
6062,"2586730.4030"
6063,"2586747.1290"
6064,"2586763.7600"
6065,"2586780.7050"
6066,"2586796.6940"
6067,"2586813.2910"
6068,"2586830.2750"
6069,"2587129.1420"
6070,"2587145.2610"
6071,"2587162.3910"
6072,"2587178.8460"
6073,"2587195.3330"
6074,"2587212.0540"
6075,"2587228.7270"
6076,"2587245.5930"
6077,"2587261.6040"
6078,"2587278.8120"
6079,"2587294.6880"
6080,"2587311.3500"
6081,"2587328.1630"
6082,"2587344.4930"
6083,"2587361.4040"
6084,"2587377.5990"
6085,"2587394.3190"
6086,"2587411.2550"
6087,"2587427.3720"
6088,"2587444.0120"
6089,"2587460.6990"
6090,"2587477.2410"
6091,"2587493.8090"
6092,"2587510.5330"
6093,"2587526.9300"
6094,"2587543.9490"
6095,"2587560.1840"
6096,"2587576.6990"
6097,"2587593.3210"
6098,"2587609.9360"
6099,"2587626.5520"
6100,"2587643.4980"
6101,"2587660.4630"
6102,"2587676.7380"
6103,"2587693.3540"
6104,"2587710.0600"
6105,"2587726.0510"
6106,"2587743.4220"
6107,"2587759.4440"
6108,"2587776.2440"
6109,"2587793.1310"
6110,"2587809.1460"
6111,"2587825.6890"
6112,"2587842.2420"
6113,"2587858.8460"
6114,"2587875.4440"
6115,"2587892.1050"
6116,"2587908.9940"
6117,"2587925.1970"
6118,"2587941.8750"
6119,"2587958.4330"
6120,"2587974.9350"
6121,"2587992.2740"
6122,"2588008.2070"
6123,"2588024.9350"
6124,"2588041.3430"
6125,"2588057.9310"
6126,"2588074.9650"
6127,"2588091.6250"
6128,"2588107.9320"
6129,"2588124.3680"
6130,"2588141.4530"
6131,"2588157.8660"
6132,"2588174.5200"
6133,"2588190.8330"
6134,"2588207.7950"
6135,"2588224.3790"
6136,"2588241.2700"
6137,"2588257.3520"
6138,"2588274.1750"
6139,"2588290.8400"
6140,"2588307.3380"
6141,"2588323.9240"
6142,"2588340.4440"
6143,"2588357.0350"
6144,"2588373.3160"
6145,"2588389.8780"
6146,"2588406.6200"
6147,"2588423.2620"
6148,"2588439.7220"
6149,"2588456.7340"
6150,"2588473.2840"
6151,"2588489.8790"
6152,"2588506.2540"
6153,"2588522.9420"
6154,"2588539.3690"
6155,"2588556.0010"
6156,"2588572.4840"
6157,"2588589.1290"
6158,"2588605.7540"
6159,"2588622.3260"
6160,"2588638.9660"
6161,"2588655.5190"
6162,"2588672.1420"
6163,"2588689.1940"
6164,"2588705.4340"
6165,"2588722.0280"
6166,"2588738.3380"
6167,"2588755.0280"
6168,"2588771.5480"
6169,"2588788.1440"
6170,"2588804.7060"
6171,"2588821.5600"
6172,"2588837.9690"
6173,"2588854.5780"
6174,"2588871.1370"
6175,"2588887.6720"
6176,"2588904.3840"
6177,"2588921.0590"
6178,"2588937.4780"
6179,"2588954.1810"
6180,"2588970.7230"
6181,"2588987.4380"
6182,"2589004.1160"
6183,"2589020.6670"
6184,"2589037.2600"
6185,"2589054.0580"
6186,"2589070.7680"
6187,"2589087.2690"
6188,"2589103.8990"
6189,"2589120.0720"
6190,"2589136.9420"
6191,"2589153.3740"
6192,"2589169.9630"
6193,"2589186.6080"
6194,"2589203.3840"
6195,"2589219.7630"
6196,"2589236.7030"
6197,"2589253.1760"
6198,"2589269.6050"
6199,"2589286.5470"
6200,"2589303.1080"
6201,"2590398.0400"
6202,"2590414.5420"
6203,"2590431.3200"
6204,"2590448.0840"
6205,"2590464.9820"
6206,"2590481.4710"
6207,"2590498.0470"
6208,"2590514.0760"
6209,"2590530.7060"
6210,"2590547.7890"
6211,"2590564.3110"
6212,"2590580.4760"
6213,"2590597.2520"
6214,"2590613.6220"
6215,"2590630.2150"
6216,"2590646.8180"
6217,"2590663.4720"
6218,"2590679.9950"
6219,"2590696.6190"
6220,"2590713.1980"
6221,"2590729.8000"
6222,"2590746.4880"
6223,"2590762.9370"
6224,"2590779.6660"
6225,"2590796.3030"
6226,"2590812.9280"
6227,"2590829.3670"
6228,"2590845.9570"
6229,"2590862.6310"
6230,"2590879.2490"
6231,"2590895.8550"
6232,"2590912.4910"
6233,"2590929.2150"
6234,"2590945.6340"
6235,"2590962.2820"
6236,"2590978.7140"
6237,"2590995.3530"
6238,"2591012.0540"
6239,"2591029.0580"
6240,"2591045.1400"
6241,"2591061.7160"
6242,"2591078.7020"
6243,"2591095.1420"
6244,"2591111.9990"
6245,"2591128.2870"
6246,"2591144.7380"
6247,"2591161.6980"
6248,"2591178.3370"
6249,"2591194.9290"
6250,"2591211.5330"
6251,"2591228.1050"
6252,"2591244.6500"
6253,"2591261.1990"
6254,"2591277.6360"
6255,"2591294.1220"
6256,"2591310.6830"
6257,"2591327.2670"
6258,"2591343.9250"
6259,"2591360.4640"
6260,"2591377.1910"
6261,"2591393.6100"
6262,"2591410.3020"
6263,"2591426.8940"
6264,"2591443.8460"
6265,"2591460.4230"
6266,"2591477.1110"
6267,"2591493.7290"
6268,"2591510.2570"
6269,"2591526.8710"
6270,"2591543.5050"
6271,"2591560.1030"
6272,"2591576.5950"
6273,"2591593.4190"
6274,"2591609.7290"
6275,"2591626.3630"
6276,"2591642.9910"
6277,"2591659.5970"
6278,"2591676.2350"
6279,"2591692.3380"
6280,"2591709.0080"
6281,"2591725.5680"
6282,"2591742.1370"
6283,"2591758.7030"
6284,"2591775.2840"
6285,"2591791.9390"
6286,"2591808.5250"
6287,"2591825.1870"
6288,"2591841.6810"
6289,"2591858.3300"
6290,"2591874.9630"
6291,"2591891.4680"
6292,"2591908.0670"
6293,"2591924.7650"
6294,"2591941.4440"
6295,"2591957.8670"
6296,"2591975.0060"
6297,"2591991.6390"
6298,"2592007.9360"
6299,"2592024.5770"
6300,"2592041.3070"
6301,"2592057.6060"
6302,"2592075.1770"
6303,"2592090.6860"
6304,"2592107.5910"
6305,"2592124.0010"
6306,"2592140.5900"
6307,"2592157.7380"
6308,"2592173.6560"
6309,"2592191.0930"
6310,"2592207.3180"
6311,"2592224.0120"
6312,"2592240.5110"
6313,"2592257.3110"
6314,"2592273.4900"
6315,"2592289.8640"
6316,"2592306.4890"
6317,"2592323.5800"
6318,"2592339.9820"
6319,"2592356.3690"
6320,"2592373.4140"
6321,"2592389.5270"
6322,"2592406.4780"
6323,"2592423.1950"
6324,"2592439.2570"
6325,"2592455.7550"
6326,"2592472.3020"
6327,"2592489.6430"
6328,"2592505.6060"
6329,"2592522.2650"
6330,"2592538.7690"
6331,"2592555.2730"
6332,"2592572.3500"
6333,"2592588.4710"
6334,"2592605.1810"
6335,"2592621.7460"
6336,"2592638.2780"
6337,"2592655.5580"
6338,"2592671.4540"
6339,"2592688.0520"
6340,"2592704.6670"
6341,"2592721.2580"
6342,"2592737.8650"
6343,"2592754.4400"
6344,"2592771.0400"
6345,"2592787.6240"
6346,"2592804.1720"
6347,"2592820.9840"
6348,"2592837.5150"
6349,"2592854.2820"
6350,"2592870.6720"
6351,"2592887.4350"
6352,"2592903.9720"
6353,"2592920.4920"
6354,"2592937.8150"
6355,"2592954.1210"
6356,"2592970.6180"
6357,"2592987.4090"
6358,"2593003.5460"
6359,"2593020.1370"
6360,"2593037.2610"
6361,"2593053.4290"
6362,"2593069.9090"
6363,"2593086.5820"
6364,"2593103.1260"
6365,"2593119.9270"
6366,"2593136.2740"
6367,"2593152.9810"
6368,"2593169.5350"
6369,"2593185.9400"
6370,"2593202.9120"
6371,"2593219.1120"
6372,"2593235.8510"
6373,"2593252.5220"
6374,"2593269.0010"
6375,"2593285.6770"
6376,"2593302.0760"
6377,"2593318.6840"
6378,"2593335.3400"
6379,"2593351.9960"
6380,"2593368.6430"
6381,"2593385.2790"
6382,"2593401.7240"
6383,"2593418.2850"
6384,"2593437.0590"
6385,"2593451.6070"
6386,"2593468.0710"
6387,"2593484.7150"
6388,"2593501.2270"
6389,"2593517.8110"
6390,"2593534.9240"
6391,"2593551.5690"
6392,"2593567.9990"
6393,"2593584.6710"
6394,"2593601.4060"
6395,"2593617.7410"
6396,"2593634.4330"
6397,"2593651.0340"
6398,"2593667.6940"
6399,"2593684.2640"
6400,"2593701.0200"
6401,"2593717.2170"
6402,"2593734.0630"
6403,"2593750.4160"
6404,"2593766.8500"
6405,"2593783.7370"
6406,"2593799.9780"
6407,"2593816.5800"
6408,"2593833.4550"
6409,"2593849.7380"
6410,"2593866.3660"
6411,"2593883.1600"
6412,"2593899.5360"
6413,"2593916.0930"
6414,"2593932.7630"
6415,"2593949.7680"
6416,"2593966.0440"
6417,"2593982.6570"
6418,"2593999.2860"
6419,"2594015.8740"
6420,"2594032.4050"
6421,"2594048.9640"
6422,"2594065.6410"
6423,"2594082.1170"
6424,"2594098.8780"
6425,"2594115.3130"
6426,"2594132.1100"
6427,"2594148.6920"
6428,"2594165.2050"
6429,"2594181.8470"
6430,"2594198.4000"
6431,"2594215.2770"
6432,"2594231.9800"
6433,"2594248.5770"
6434,"2594264.6660"
6435,"2594281.9290"
6436,"2594297.7830"
6437,"2594314.4450"
6438,"2594330.9970"
6439,"2594347.7360"
6440,"2594364.7330"
6441,"2594380.9300"
6442,"2594397.3840"
6443,"2594414.0000"
6444,"2594430.6380"
6445,"2594447.9040"
6446,"2594464.2530"
6447,"2594480.5770"
6448,"2594497.5380"
6449,"2594513.9800"
6450,"2594530.9070"
6451,"2594547.2760"
6452,"2594563.6600"
6453,"2594580.4020"
6454,"2594596.5740"
6455,"2594613.3540"
6456,"2594630.1150"
6457,"2594646.4220"
6458,"2594663.0430"
6459,"2594679.5160"
6460,"2594696.2540"
6461,"2594713.0300"
6462,"2594729.4520"
6463,"2594746.0230"
6464,"2594762.6510"
6465,"2594779.5450"
6466,"2594795.8670"
6467,"2594812.2490"
6468,"2594829.0200"
6469,"2594845.4440"
6470,"2594862.1870"
6471,"2594878.6480"
6472,"2594895.2300"
6473,"2594915.6140"
6474,"2594945.3270"
6475,"2594961.5940"
6476,"2594978.3250"
6477,"2594995.1640"
6478,"2595011.6330"
6479,"2595028.3340"
6480,"2595044.7510"
6481,"2595061.7300"
6482,"2595077.8400"
6483,"2595094.3490"
6484,"2595110.9670"
6485,"2595127.5880"
6486,"2595144.2020"
6487,"2595161.0460"
6488,"2595177.3490"
6489,"2595193.9570"
6490,"2595211.1200"
6491,"2595227.8000"
6492,"2595243.8670"
6493,"2595260.5030"
6494,"2595277.1220"
6495,"2595293.5730"
6496,"2595310.2330"
6497,"2595327.1150"
6498,"2595343.3520"
6499,"2595359.9990"
6500,"2595376.6770"
6501,"2595393.2090"
6502,"2595409.9850"
6503,"2595426.3410"
6504,"2595443.1200"
6505,"2595459.4870"
6506,"2595476.1230"
6507,"2595493.1780"
6508,"2595509.3020"
6509,"2595526.3400"
6510,"2595542.4810"
6511,"2595559.2380"
6512,"2595576.1320"
6513,"2595592.2450"
6514,"2595609.3000"
6515,"2595625.6510"
6516,"2595642.1750"
6517,"2595658.7810"
6518,"2595675.2950"
6519,"2595691.9310"
6520,"2595708.4460"
6521,"2595725.1370"
6522,"2595741.6390"
6523,"2595758.1990"
6524,"2595774.7810"
6525,"2595791.5260"
6526,"2595808.0970"
6527,"2595824.6770"
6528,"2595841.4190"
6529,"2595858.8100"
6530,"2595874.6260"
6531,"2595890.9890"
6532,"2595907.6660"
6533,"2595924.2110"
6534,"2595940.9850"
6535,"2595957.4110"
6536,"2595974.1270"
6537,"2595990.6990"
6538,"2596007.6400"
6539,"2596023.8830"
6540,"2596041.0540"
6541,"2596057.1970"
6542,"2596073.8040"
6543,"2596090.2840"
6544,"2596106.9300"
6545,"2596123.4900"
6546,"2596140.0510"
6547,"2596157.0250"
6548,"2596173.3020"
6549,"2596190.1350"
6550,"2596206.7250"
6551,"2596223.2520"
6552,"2596240.4090"
6553,"2596256.5180"
6554,"2596273.2790"
6555,"2596289.6840"
6556,"2596306.2460"
6557,"2596323.0140"
